date,price_mean,price_median,price_std,price_min,price_max,transaction_count,year,month,week,day,day_of_week,is_weekend,quarter,price_mean_lag_7d,price_mean_lag_14d,price_mean_lag_30d,price_mean_ma_7d,price_mean_std_7d,price_mean_ma_14d,price_mean_std_14d,price_mean_ma_30d,price_mean_std_30d,price_change_pct,price_change_abs,sentiment_mean,sentiment_std,negative_count,keyword,search_interest
2023-01-12,6.26,6.73,2.2688511882196494,2.29,9.24,8,2023,1,2,12,3,0,1,6.21875,0.0,0.0,6.134464285714286,0.1492862482902272,0.0,0.0,0.0,0.0,4.879581151832446,0.2912499999999998,0.5106,0.0,0,eggs price,32.0
2023-01-12,6.26,6.73,2.2688511882196494,2.29,9.24,8,2023,1,2,12,3,0,1,6.21875,0.0,0.0,6.134464285714286,0.1492862482902272,0.0,0.0,0.0,0.0,4.879581151832446,0.2912499999999998,0.5106,0.0,0,milk price,20.7
2023-01-13,6.3,6.255,2.587883856965543,2.47,9.94,8,2023,1,2,13,4,0,1,5.9925,0.0,0.0,6.178392857142858,0.1457500612594818,0.0,0.0,0.0,0.0,0.6389776357827559,0.040000000000000036,0.5719,0.0,0,eggs price,26.8
2023-01-13,6.3,6.255,2.587883856965543,2.47,9.94,8,2023,1,2,13,4,0,1,5.9925,0.0,0.0,6.178392857142858,0.1457500612594818,0.0,0.0,0.0,0.0,0.6389776357827559,0.040000000000000036,0.5719,0.0,0,milk price,13.9
2023-01-13,6.3,6.255,2.587883856965543,2.47,9.94,8,2023,1,2,13,4,0,1,5.9925,0.0,0.0,6.178392857142858,0.1457500612594818,0.0,0.0,0.0,0.0,0.6389776357827559,0.040000000000000036,0.5719,0.0,0,grocery prices,23.7
2023-01-13,6.3,6.255,2.587883856965543,2.47,9.94,8,2023,1,2,13,4,0,1,5.9925,0.0,0.0,6.178392857142858,0.1457500612594818,0.0,0.0,0.0,0.0,0.6389776357827559,0.040000000000000036,0.5719,0.0,0,food inflation,20.1
2023-01-14,6.08125,6.505,2.3629124734409563,2.3,9.1,8,2023,1,2,14,5,1,1,6.05,0.0,0.0,6.182857142857143,0.1415809439524826,6.143303571428571,0.11893518671995201,0.0,0.0,-3.472222222222221,-0.21875,0.5719,0.0,0,grocery prices,28.3
2023-01-14,6.08125,6.505,2.3629124734409563,2.3,9.1,8,2023,1,2,14,5,1,1,6.05,0.0,0.0,6.182857142857143,0.1415809439524826,6.143303571428571,0.11893518671995201,0.0,0.0,-3.472222222222221,-0.21875,0.5719,0.0,0,milk price,15.0
2023-01-14,6.08125,6.505,2.3629124734409563,2.3,9.1,8,2023,1,2,14,5,1,1,6.05,0.0,0.0,6.182857142857143,0.1415809439524826,6.143303571428571,0.11893518671995201,0.0,0.0,-3.472222222222221,-0.21875,0.5719,0.0,0,eggs price,29.5
2023-01-14,6.08125,6.505,2.3629124734409563,2.3,9.1,8,2023,1,2,14,5,1,1,6.05,0.0,0.0,6.182857142857143,0.1415809439524826,6.143303571428571,0.11893518671995201,0.0,0.0,-3.472222222222221,-0.21875,0.5719,0.0,0,food inflation,34.4
2023-01-15,6.13625,6.5600000000000005,2.462768114483027,2.2,9.77,8,2023,1,2,15,6,1,1,6.13,6.14,0.0,6.183750000000001,0.14121127787821985,6.143035714285714,0.11894742120360983,0.0,0.0,0.9044193216855234,0.055000000000000604,0.6588,0.0,0,eggs price,30.0
2023-01-15,6.13625,6.5600000000000005,2.462768114483027,2.2,9.77,8,2023,1,2,15,6,1,1,6.13,6.14,0.0,6.183750000000001,0.14121127787821985,6.143035714285714,0.11894742120360983,0.0,0.0,0.9044193216855234,0.055000000000000604,0.6588,0.0,0,food inflation,15.4
2023-01-15,6.13625,6.5600000000000005,2.462768114483027,2.2,9.77,8,2023,1,2,15,6,1,1,6.13,6.14,0.0,6.183750000000001,0.14121127787821985,6.143035714285714,0.11894742120360983,0.0,0.0,0.9044193216855234,0.055000000000000604,0.6588,0.0,0,milk price,14.7
2023-01-15,6.13625,6.5600000000000005,2.462768114483027,2.2,9.77,8,2023,1,2,15,6,1,1,6.13,6.14,0.0,6.183750000000001,0.14121127787821985,6.143035714285714,0.11894742120360983,0.0,0.0,0.9044193216855234,0.055000000000000604,0.6588,0.0,0,grocery prices,31.4
2023-01-16,6.220000000000001,6.535,2.1908967505175982,2.58,8.96,8,2023,1,3,16,0,0,1,6.155,6.0225,0.0,6.193035714285714,0.1411427637603309,6.1571428571428575,0.11520511449841687,0.0,0.0,1.3648400896312918,0.08375000000000021,0.4404,0.0,0,milk price,15.7
2023-01-16,6.220000000000001,6.535,2.1908967505175982,2.58,8.96,8,2023,1,3,16,0,0,1,6.155,6.0225,0.0,6.193035714285714,0.1411427637603309,6.1571428571428575,0.11520511449841687,0.0,0.0,1.3648400896312918,0.08375000000000021,0.4404,0.0,0,eggs price,28.6
2023-01-16,6.220000000000001,6.535,2.1908967505175982,2.58,8.96,8,2023,1,3,16,0,0,1,6.155,6.0225,0.0,6.193035714285714,0.1411427637603309,6.1571428571428575,0.11520511449841687,0.0,0.0,1.3648400896312918,0.08375000000000021,0.4404,0.0,0,food inflation,21.9
2023-01-16,6.220000000000001,6.535,2.1908967505175982,2.58,8.96,8,2023,1,3,16,0,0,1,6.155,6.0225,0.0,6.193035714285714,0.1411427637603309,6.1571428571428575,0.11520511449841687,0.0,0.0,1.3648400896312918,0.08375000000000021,0.4404,0.0,0,grocery prices,24.9
2023-01-17,6.08125,6.445,2.3305758791705173,2.57,9.66,8,2023,1,3,17,1,0,1,6.385,6.17125,0.0,6.149642857142858,0.11689942767386036,6.150714285714286,0.11685657946746138,0.0,0.0,-2.2307073954984102,-0.13875000000000082,0.5719,0.0,0,grocery prices,27.5
2023-01-17,6.08125,6.445,2.3305758791705173,2.57,9.66,8,2023,1,3,17,1,0,1,6.385,6.17125,0.0,6.149642857142858,0.11689942767386036,6.150714285714286,0.11685657946746138,0.0,0.0,-2.2307073954984102,-0.13875000000000082,0.5719,0.0,0,food inflation,26.6
2023-01-17,6.08125,6.445,2.3305758791705173,2.57,9.66,8,2023,1,3,17,1,0,1,6.385,6.17125,0.0,6.149642857142858,0.11689942767386036,6.150714285714286,0.11685657946746138,0.0,0.0,-2.2307073954984102,-0.13875000000000082,0.5719,0.0,0,milk price,16.2
2023-01-17,6.08125,6.445,2.3305758791705173,2.57,9.66,8,2023,1,3,17,1,0,1,6.385,6.17125,0.0,6.149642857142858,0.11689942767386036,6.150714285714286,0.11685657946746138,0.0,0.0,-2.2307073954984102,-0.13875000000000082,0.5719,0.0,0,eggs price,26.3
2023-01-18,6.297499999999999,6.465,2.477612618169815,2.09,9.4,8,2023,1,3,18,2,0,1,5.96875,6.13125,0.0,6.196607142857142,0.09634387815083362,6.162589285714285,0.12301155383285564,0.0,0.0,3.5560123329907434,0.2162499999999996,0.6588,0.0,0,milk price,8.6
2023-01-18,6.297499999999999,6.465,2.477612618169815,2.09,9.4,8,2023,1,3,18,2,0,1,5.96875,6.13125,0.0,6.196607142857142,0.09634387815083362,6.162589285714285,0.12301155383285564,0.0,0.0,3.5560123329907434,0.2162499999999996,0.6588,0.0,0,eggs price,34.8
2023-01-18,6.297499999999999,6.465,2.477612618169815,2.09,9.4,8,2023,1,3,18,2,0,1,5.96875,6.13125,0.0,6.196607142857142,0.09634387815083362,6.162589285714285,0.12301155383285564,0.0,0.0,3.5560123329907434,0.2162499999999996,0.6588,0.0,0,grocery prices,30.9
2023-01-18,6.297499999999999,6.465,2.477612618169815,2.09,9.4,8,2023,1,3,18,2,0,1,5.96875,6.13125,0.0,6.196607142857142,0.09634387815083362,6.162589285714285,0.12301155383285564,0.0,0.0,3.5560123329907434,0.2162499999999996,0.6588,0.0,0,food inflation,30.2
2023-01-19,6.088749999999999,6.1899999999999995,2.339837830155879,2.46,9.44,8,2023,1,3,19,3,0,1,6.26,6.21875,0.0,6.172142857142857,0.09926215890497271,6.153303571428571,0.12335222311657841,0.0,0.0,-3.314807463279079,-0.2087500000000002,0.6588,0.0,0,milk price,28.9
2023-01-19,6.088749999999999,6.1899999999999995,2.339837830155879,2.46,9.44,8,2023,1,3,19,3,0,1,6.26,6.21875,0.0,6.172142857142857,0.09926215890497271,6.153303571428571,0.12335222311657841,0.0,0.0,-3.314807463279079,-0.2087500000000002,0.6588,0.0,0,eggs price,30.5
2023-01-19,6.088749999999999,6.1899999999999995,2.339837830155879,2.46,9.44,8,2023,1,3,19,3,0,1,6.26,6.21875,0.0,6.172142857142857,0.09926215890497271,6.153303571428571,0.12335222311657841,0.0,0.0,-3.314807463279079,-0.2087500000000002,0.6588,0.0,0,grocery prices,25.9
2023-01-19,6.088749999999999,6.1899999999999995,2.339837830155879,2.46,9.44,8,2023,1,3,19,3,0,1,6.26,6.21875,0.0,6.172142857142857,0.09926215890497271,6.153303571428571,0.12335222311657841,0.0,0.0,-3.314807463279079,-0.2087500000000002,0.6588,0.0,0,food inflation,17.8
2023-01-20,6.24125,6.58,2.4122274087300664,2.43,9.79,8,2023,1,3,20,4,0,1,6.3,5.9925,0.0,6.16375,0.08855612627029187,6.1710714285714285,0.1161107076396115,0.0,0.0,2.5046191747074564,0.15250000000000075,0.6588,0.0,0,grocery prices,34.9
2023-01-20,6.24125,6.58,2.4122274087300664,2.43,9.79,8,2023,1,3,20,4,0,1,6.3,5.9925,0.0,6.16375,0.08855612627029187,6.1710714285714285,0.1161107076396115,0.0,0.0,2.5046191747074564,0.15250000000000075,0.6588,0.0,0,eggs price,26.5
2023-01-20,6.24125,6.58,2.4122274087300664,2.43,9.79,8,2023,1,3,20,4,0,1,6.3,5.9925,0.0,6.16375,0.08855612627029187,6.1710714285714285,0.1161107076396115,0.0,0.0,2.5046191747074564,0.15250000000000075,0.6588,0.0,0,milk price,21.0
2023-01-20,6.24125,6.58,2.4122274087300664,2.43,9.79,8,2023,1,3,20,4,0,1,6.3,5.9925,0.0,6.16375,0.08855612627029187,6.1710714285714285,0.1161107076396115,0.0,0.0,2.5046191747074564,0.15250000000000075,0.6588,0.0,0,food inflation,24.2
2023-01-21,6.30375,6.605,2.2123416004638288,2.74,9.52,8,2023,1,3,21,5,1,1,6.08125,6.05,0.0,6.195535714285714,0.09378570748558301,6.189196428571429,0.11556155446721451,0.0,0.0,1.0014019627478499,0.0625,0.5719,0.0,0,grocery prices,31.6
2023-01-21,6.30375,6.605,2.2123416004638288,2.74,9.52,8,2023,1,3,21,5,1,1,6.08125,6.05,0.0,6.195535714285714,0.09378570748558301,6.189196428571429,0.11556155446721451,0.0,0.0,1.0014019627478499,0.0625,0.5719,0.0,0,milk price,28.5
2023-01-21,6.30375,6.605,2.2123416004638288,2.74,9.52,8,2023,1,3,21,5,1,1,6.08125,6.05,0.0,6.195535714285714,0.09378570748558301,6.189196428571429,0.11556155446721451,0.0,0.0,1.0014019627478499,0.0625,0.5719,0.0,0,food inflation,29.5
2023-01-21,6.30375,6.605,2.2123416004638288,2.74,9.52,8,2023,1,3,21,5,1,1,6.08125,6.05,0.0,6.195535714285714,0.09378570748558301,6.189196428571429,0.11556155446721451,0.0,0.0,1.0014019627478499,0.0625,0.5719,0.0,0,eggs price,26.9
2023-01-22,6.295,6.145,2.486052522143719,2.67,9.96,8,2023,1,3,22,6,1,1,6.13625,6.13,0.0,6.218214285714285,0.09622255329133964,6.200982142857143,0.11745823579721106,0.0,0.0,-0.13880626611144642,-0.008750000000000036,0.5719,0.0,0,eggs price,30.9
2023-01-22,6.295,6.145,2.486052522143719,2.67,9.96,8,2023,1,3,22,6,1,1,6.13625,6.13,0.0,6.218214285714285,0.09622255329133964,6.200982142857143,0.11745823579721106,0.0,0.0,-0.13880626611144642,-0.008750000000000036,0.5719,0.0,0,milk price,17.7
2023-01-22,6.295,6.145,2.486052522143719,2.67,9.96,8,2023,1,3,22,6,1,1,6.13625,6.13,0.0,6.218214285714285,0.09622255329133964,6.200982142857143,0.11745823579721106,0.0,0.0,-0.13880626611144642,-0.008750000000000036,0.5719,0.0,0,grocery prices,28.5
2023-01-22,6.295,6.145,2.486052522143719,2.67,9.96,8,2023,1,3,22,6,1,1,6.13625,6.13,0.0,6.218214285714285,0.09622255329133964,6.200982142857143,0.11745823579721106,0.0,0.0,-0.13880626611144642,-0.008750000000000036,0.5719,0.0,0,food inflation,20.1
2023-01-23,6.15375,6.46,2.052913869879313,2.71,9.12,8,2023,1,4,23,0,0,1,6.220000000000001,6.155,0.0,6.20875,0.09922879706348661,6.200892857142857,0.11749634668157267,0.0,0.0,-2.2438443208895986,-0.14125000000000032,0.6588,0.0,0,food inflation,26.6
2023-01-23,6.15375,6.46,2.052913869879313,2.71,9.12,8,2023,1,4,23,0,0,1,6.220000000000001,6.155,0.0,6.20875,0.09922879706348661,6.200892857142857,0.11749634668157267,0.0,0.0,-2.2438443208895986,-0.14125000000000032,0.6588,0.0,0,eggs price,32.2
2023-01-23,6.15375,6.46,2.052913869879313,2.71,9.12,8,2023,1,4,23,0,0,1,6.220000000000001,6.155,0.0,6.20875,0.09922879706348661,6.200892857142857,0.11749634668157267,0.0,0.0,-2.2438443208895986,-0.14125000000000032,0.6588,0.0,0,milk price,18.8
2023-01-23,6.15375,6.46,2.052913869879313,2.71,9.12,8,2023,1,4,23,0,0,1,6.220000000000001,6.155,0.0,6.20875,0.09922879706348661,6.200892857142857,0.11749634668157267,0.0,0.0,-2.2438443208895986,-0.14125000000000032,0.6588,0.0,0,grocery prices,22.2
2023-01-24,6.3675,6.6,2.2498174529122514,2.84,9.54,8,2023,1,4,24,1,0,1,6.08125,6.385,0.0,6.249642857142857,0.09688296818228377,6.199642857142857,0.11546251948833114,0.0,0.0,3.4734917733089565,0.2137500000000001,0.5719,0.0,0,food inflation,26.3
2023-01-24,6.3675,6.6,2.2498174529122514,2.84,9.54,8,2023,1,4,24,1,0,1,6.08125,6.385,0.0,6.249642857142857,0.09688296818228377,6.199642857142857,0.11546251948833114,0.0,0.0,3.4734917733089565,0.2137500000000001,0.5719,0.0,0,milk price,23.0
2023-01-24,6.3675,6.6,2.2498174529122514,2.84,9.54,8,2023,1,4,24,1,0,1,6.08125,6.385,0.0,6.249642857142857,0.09688296818228377,6.199642857142857,0.11546251948833114,0.0,0.0,3.4734917733089565,0.2137500000000001,0.5719,0.0,0,grocery prices,27.3
2023-01-24,6.3675,6.6,2.2498174529122514,2.84,9.54,8,2023,1,4,24,1,0,1,6.08125,6.385,0.0,6.249642857142857,0.09688296818228377,6.199642857142857,0.11546251948833114,0.0,0.0,3.4734917733089565,0.2137500000000001,0.5719,0.0,0,eggs price,28.9
2023-01-25,6.21375,6.3149999999999995,2.2472391792088864,2.69,9.39,8,2023,1,4,25,2,0,1,6.297499999999999,5.96875,0.0,6.23767857142857,0.09514361012500501,6.217142857142858,0.09442567866427337,0.0,0.0,-2.414605418138982,-0.1537499999999996,0.4404,0.0,0,food inflation,24.7
2023-01-25,6.21375,6.3149999999999995,2.2472391792088864,2.69,9.39,8,2023,1,4,25,2,0,1,6.297499999999999,5.96875,0.0,6.23767857142857,0.09514361012500501,6.217142857142858,0.09442567866427337,0.0,0.0,-2.414605418138982,-0.1537499999999996,0.4404,0.0,0,eggs price,37.7
2023-01-25,6.21375,6.3149999999999995,2.2472391792088864,2.69,9.39,8,2023,1,4,25,2,0,1,6.297499999999999,5.96875,0.0,6.23767857142857,0.09514361012500501,6.217142857142858,0.09442567866427337,0.0,0.0,-2.414605418138982,-0.1537499999999996,0.4404,0.0,0,milk price,22.6
