date,price_mean,price_median,price_std,price_min,price_max,transaction_count,year,month,week,day,day_of_week,is_weekend,quarter,price_mean_lag_7d,price_mean_lag_14d,price_mean_lag_30d,price_mean_ma_7d,price_mean_std_7d,price_mean_ma_14d,price_mean_std_14d,price_mean_ma_30d,price_mean_std_30d,price_change_pct,price_change_abs,sentiment_mean,sentiment_std,negative_count,keyword,search_interest,price_diff,diff_lag_1,diff_lag_2,diff_lag_3,diff_lag_7,last_price,roll_std_7,dow
2023-01-05,6.21875,6.52,2.4073603653320017,2.19,9.59,8,2023,1,1,5,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4271151885830946,0.0875000000000003,0.4404,0.0,0,milk price,28.4,0.0,0.0,0.08750000000000036,0.0,0.0,6.21875,0.038587408506378144,3
2023-01-05,6.21875,6.52,2.4073603653320017,2.19,9.59,8,2023,1,1,5,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4271151885830946,0.0875000000000003,0.4404,0.0,0,food inflation,19.9,0.0,0.0,0.0,0.08750000000000036,-0.040000000000000036,6.21875,0.038587408506378144,3
2023-01-06,5.9925,6.515000000000001,2.408969845034536,2.2,9.38,8,2023,1,1,6,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.638190954773879,-0.2262500000000002,0.5719,0.0,0,milk price,14.2,-0.22625000000000028,0.0,0.0,0.0,0.0,6.21875,0.0330718913883075,4
2023-01-06,5.9925,6.515000000000001,2.408969845034536,2.2,9.38,8,2023,1,1,6,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.638190954773879,-0.2262500000000002,0.5719,0.0,0,grocery prices,23.7,0.0,-0.22625000000000028,0.0,0.0,0.0,5.9925,0.09669116581993972,4
2023-01-06,5.9925,6.515000000000001,2.408969845034536,2.2,9.38,8,2023,1,1,6,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.638190954773879,-0.2262500000000002,0.5719,0.0,0,food inflation,24.3,0.0,0.0,-0.22625000000000028,0.0,0.0,5.9925,0.09669116581993972,4
2023-01-06,5.9925,6.515000000000001,2.408969845034536,2.2,9.38,8,2023,1,1,6,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.638190954773879,-0.2262500000000002,0.5719,0.0,0,eggs price,29.6,0.0,0.0,0.0,-0.22625000000000028,0.08750000000000036,5.9925,0.09669116581993972,4
2023-01-07,6.05,6.279999999999999,2.221781781749568,2.58,9.33,8,2023,1,1,7,5,1,1,0.0,0.0,0.0,6.10375,0.0833854004007897,0.0,0.0,0.0,0.0,0.9595327492699202,0.0575000000000001,0.6588,0.0,0,food inflation,21.0,0.05750000000000011,0.0,0.0,0.0,0.0,5.9925,0.08551446201833776,5
2023-01-07,6.05,6.279999999999999,2.221781781749568,2.58,9.33,8,2023,1,1,7,5,1,1,0.0,0.0,0.0,6.10375,0.0833854004007897,0.0,0.0,0.0,0.0,0.9595327492699202,0.0575000000000001,0.6588,0.0,0,eggs price,37.1,0.0,0.05750000000000011,0.0,0.0,0.0,6.05,0.09167627114186207,5
2023-01-07,6.05,6.279999999999999,2.221781781749568,2.58,9.33,8,2023,1,1,7,5,1,1,0.0,0.0,0.0,6.10375,0.0833854004007897,0.0,0.0,0.0,0.0,0.9595327492699202,0.0575000000000001,0.6588,0.0,0,grocery prices,19.2,0.0,0.0,0.05750000000000011,0.0,0.0,6.05,0.09167627114186207,5
2023-01-07,6.05,6.279999999999999,2.221781781749568,2.58,9.33,8,2023,1,1,7,5,1,1,0.0,0.0,0.0,6.10375,0.0833854004007897,0.0,0.0,0.0,0.0,0.9595327492699202,0.0575000000000001,0.6588,0.0,0,milk price,21.9,0.0,0.0,0.0,0.05750000000000011,-0.22625000000000028,6.05,0.09167627114186207,5
2023-01-08,6.13,6.315,2.3544850817110734,2.51,9.67,8,2023,1,1,8,6,1,1,6.14,0.0,0.0,6.102321428571428,0.0827440474049488,0.0,0.0,0.0,0.0,1.3223140495867811,0.08,0.6588,0.0,0,food inflation,15.2,0.08000000000000007,0.0,0.0,0.0,0.0,6.05,0.021732957198030575,6
2023-01-08,6.13,6.315,2.3544850817110734,2.51,9.67,8,2023,1,1,8,6,1,1,6.14,0.0,0.0,6.102321428571428,0.0827440474049488,0.0,0.0,0.0,0.0,1.3223140495867811,0.08,0.6588,0.0,0,eggs price,29.1,0.0,0.08000000000000007,0.0,0.0,0.0,6.13,0.03416957014376278,6
2023-01-08,6.13,6.315,2.3544850817110734,2.51,9.67,8,2023,1,1,8,6,1,1,6.14,0.0,0.0,6.102321428571428,0.0827440474049488,0.0,0.0,0.0,0.0,1.3223140495867811,0.08,0.6588,0.0,0,grocery prices,21.4,0.0,0.0,0.08000000000000007,0.0,0.0,6.13,0.03416957014376278,6
2023-01-08,6.13,6.315,2.3544850817110734,2.51,9.67,8,2023,1,1,8,6,1,1,6.14,0.0,0.0,6.102321428571428,0.0827440474049488,0.0,0.0,0.0,0.0,1.3223140495867811,0.08,0.6588,0.0,0,milk price,23.7,0.0,0.0,0.0,0.08000000000000007,0.05750000000000011,6.13,0.03416957014376278,6
2023-01-09,6.155,6.27,2.1966207813691594,3.03,9.34,8,2023,1,2,9,0,0,1,6.0225,0.0,0.0,6.121249999999999,0.0763489794736425,0.0,0.0,0.0,0.0,0.4078303425774976,0.0250000000000003,0.4404,0.0,0,eggs price,30.9,0.025000000000000355,0.0,0.0,0.0,0.0,6.13,0.03023715784073818,0
2023-01-09,6.155,6.27,2.1966207813691594,3.03,9.34,8,2023,1,2,9,0,0,1,6.0225,0.0,0.0,6.121249999999999,0.0763489794736425,0.0,0.0,0.0,0.0,0.4078303425774976,0.0250000000000003,0.4404,0.0,0,grocery prices,30.5,0.0,0.025000000000000355,0.0,0.0,0.0,6.155,0.030138568866708564,0
2023-01-09,6.155,6.27,2.1966207813691594,3.03,9.34,8,2023,1,2,9,0,0,1,6.0225,0.0,0.0,6.121249999999999,0.0763489794736425,0.0,0.0,0.0,0.0,0.4078303425774976,0.0250000000000003,0.4404,0.0,0,food inflation,23.2,0.0,0.0,0.025000000000000355,0.0,0.0,6.155,0.030138568866708564,0
2023-01-09,6.155,6.27,2.1966207813691594,3.03,9.34,8,2023,1,2,9,0,0,1,6.0225,0.0,0.0,6.121249999999999,0.0763489794736425,0.0,0.0,0.0,0.0,0.4078303425774976,0.0250000000000003,0.4404,0.0,0,milk price,23.9,0.0,0.0,0.0,0.025000000000000355,0.08000000000000007,6.155,0.030138568866708564,0
2023-01-10,6.385,6.695,2.4179743588384057,2.26,9.59,8,2023,1,2,10,1,0,1,6.17125,0.0,0.0,6.151785714285714,0.1261692339488435,0.0,0.0,0.0,0.0,3.736799350121856,0.2299999999999995,0.5106,0.0,0,eggs price,35.4,0.22999999999999954,0.0,0.0,0.0,0.0,6.155,0.009449111825230753,1
2023-01-10,6.385,6.695,2.4179743588384057,2.26,9.59,8,2023,1,2,10,1,0,1,6.17125,0.0,0.0,6.151785714285714,0.1261692339488435,0.0,0.0,0.0,0.0,3.736799350121856,0.2299999999999995,0.5106,0.0,0,milk price,15.2,0.0,0.22999999999999954,0.0,0.0,0.0,6.385,0.08586395662685836,1
2023-01-10,6.385,6.695,2.4179743588384057,2.26,9.59,8,2023,1,2,10,1,0,1,6.17125,0.0,0.0,6.151785714285714,0.1261692339488435,0.0,0.0,0.0,0.0,3.736799350121856,0.2299999999999995,0.5106,0.0,0,food inflation,28.4,0.0,0.0,0.22999999999999954,0.0,0.0,6.385,0.08586395662685836,1
2023-01-10,6.385,6.695,2.4179743588384057,2.26,9.59,8,2023,1,2,10,1,0,1,6.17125,0.0,0.0,6.151785714285714,0.1261692339488435,0.0,0.0,0.0,0.0,3.736799350121856,0.2299999999999995,0.5106,0.0,0,grocery prices,39.7,0.0,0.0,0.0,0.22999999999999954,0.025000000000000355,6.385,0.08586395662685836,1
2023-01-11,5.96875,5.98,2.2720377103258778,2.42,9.13,8,2023,1,2,11,2,0,1,6.13125,0.0,0.0,6.128571428571429,0.144233658395971,0.0,0.0,0.0,0.0,-6.519185591229437,-0.4162499999999998,0.6588,0.0,0,food inflation,21.8,-0.4162499999999998,0.0,0.0,0.0,0.0,6.385,0.08693182879212208,2
2023-01-11,5.96875,5.98,2.2720377103258778,2.42,9.13,8,2023,1,2,11,2,0,1,6.13125,0.0,0.0,6.128571428571429,0.144233658395971,0.0,0.0,0.0,0.0,-6.519185591229437,-0.4162499999999998,0.6588,0.0,0,eggs price,26.9,0.0,-0.4162499999999998,0.0,0.0,0.0,5.96875,0.19201062563603816,2
2023-01-11,5.96875,5.98,2.2720377103258778,2.42,9.13,8,2023,1,2,11,2,0,1,6.13125,0.0,0.0,6.128571428571429,0.144233658395971,0.0,0.0,0.0,0.0,-6.519185591229437,-0.4162499999999998,0.6588,0.0,0,grocery prices,34.8,0.0,0.0,-0.4162499999999998,0.0,0.0,5.96875,0.19201062563603816,2
2023-01-11,5.96875,5.98,2.2720377103258778,2.42,9.13,8,2023,1,2,11,2,0,1,6.13125,0.0,0.0,6.128571428571429,0.144233658395971,0.0,0.0,0.0,0.0,-6.519185591229437,-0.4162499999999998,0.6588,0.0,0,milk price,17.9,0.0,0.0,0.0,-0.4162499999999998,0.22999999999999954,5.96875,0.19201062563603816,2
2023-01-12,6.26,6.73,2.2688511882196494,2.29,9.24,8,2023,1,2,12,3,0,1,6.21875,0.0,0.0,6.134464285714286,0.1492862482902272,0.0,0.0,0.0,0.0,4.879581151832446,0.2912499999999998,0.5106,0.0,0,milk price,20.7,0.2912499999999998,0.0,0.0,0.0,0.0,5.96875,0.15732771189009076,3
2023-01-12,6.26,6.73,2.2688511882196494,2.29,9.24,8,2023,1,2,12,3,0,1,6.21875,0.0,0.0,6.134464285714286,0.1492862482902272,0.0,0.0,0.0,0.0,4.879581151832446,0.2912499999999998,0.5106,0.0,0,eggs price,32.0,0.0,0.2912499999999998,0.0,0.0,0.0,6.26,0.206502010540195,3
2023-01-12,6.26,6.73,2.2688511882196494,2.29,9.24,8,2023,1,2,12,3,0,1,6.21875,0.0,0.0,6.134464285714286,0.1492862482902272,0.0,0.0,0.0,0.0,4.879581151832446,0.2912499999999998,0.5106,0.0,0,food inflation,19.6,0.0,0.0,0.2912499999999998,0.0,0.0,6.26,0.206502010540195,3
2023-01-12,6.26,6.73,2.2688511882196494,2.29,9.24,8,2023,1,2,12,3,0,1,6.21875,0.0,0.0,6.134464285714286,0.1492862482902272,0.0,0.0,0.0,0.0,4.879581151832446,0.2912499999999998,0.5106,0.0,0,grocery prices,30.9,0.0,0.0,0.0,0.2912499999999998,-0.4162499999999998,6.26,0.206502010540195,3
2023-01-13,6.3,6.255,2.587883856965543,2.47,9.94,8,2023,1,2,13,4,0,1,5.9925,0.0,0.0,6.178392857142858,0.1457500612594818,0.0,0.0,0.0,0.0,0.6389776357827559,0.04,0.5719,0.0,0,eggs price,26.8,0.040000000000000036,0.0,0.0,0.0,0.0,6.26,0.11008215276393735,4
2023-01-13,6.3,6.255,2.587883856965543,2.47,9.94,8,2023,1,2,13,4,0,1,5.9925,0.0,0.0,6.178392857142858,0.1457500612594818,0.0,0.0,0.0,0.0,0.6389776357827559,0.04,0.5719,0.0,0,milk price,13.9,0.0,0.040000000000000036,0.0,0.0,0.0,6.3,0.10859046864689535,4
2023-01-13,6.3,6.255,2.587883856965543,2.47,9.94,8,2023,1,2,13,4,0,1,5.9925,0.0,0.0,6.178392857142858,0.1457500612594818,0.0,0.0,0.0,0.0,0.6389776357827559,0.04,0.5719,0.0,0,grocery prices,23.7,0.0,0.0,0.040000000000000036,0.0,0.0,6.3,0.10859046864689535,4
2023-01-13,6.3,6.255,2.587883856965543,2.47,9.94,8,2023,1,2,13,4,0,1,5.9925,0.0,0.0,6.178392857142858,0.1457500612594818,0.0,0.0,0.0,0.0,0.6389776357827559,0.04,0.5719,0.0,0,food inflation,20.1,0.0,0.0,0.0,0.040000000000000036,0.2912499999999998,6.3,0.10859046864689535,4
2023-01-14,6.08125,6.505,2.3629124734409563,2.3,9.1,8,2023,1,2,14,5,1,1,6.05,0.0,0.0,6.182857142857143,0.1415809439524826,6.143303571428571,0.118935186719952,0.0,0.0,-3.472222222222221,-0.21875,0.5719,0.0,0,food inflation,34.4,-0.21875,0.0,0.0,0.0,0.0,6.3,0.015118578920369045,5
2023-01-14,6.08125,6.505,2.3629124734409563,2.3,9.1,8,2023,1,2,14,5,1,1,6.05,0.0,0.0,6.182857142857143,0.1415809439524826,6.143303571428571,0.118935186719952,0.0,0.0,-3.472222222222221,-0.21875,0.5719,0.0,0,grocery prices,28.3,0.0,-0.21875,0.0,0.0,0.0,6.08125,0.08649378934488934,5
2023-01-14,6.08125,6.505,2.3629124734409563,2.3,9.1,8,2023,1,2,14,5,1,1,6.05,0.0,0.0,6.182857142857143,0.1415809439524826,6.143303571428571,0.118935186719952,0.0,0.0,-3.472222222222221,-0.21875,0.5719,0.0,0,milk price,15.0,0.0,0.0,-0.21875,0.0,0.0,6.08125,0.08649378934488934,5
2023-01-14,6.08125,6.505,2.3629124734409563,2.3,9.1,8,2023,1,2,14,5,1,1,6.05,0.0,0.0,6.182857142857143,0.1415809439524826,6.143303571428571,0.118935186719952,0.0,0.0,-3.472222222222221,-0.21875,0.5719,0.0,0,eggs price,29.5,0.0,0.0,0.0,-0.21875,0.040000000000000036,6.08125,0.08649378934488934,5
2023-01-15,6.13625,6.5600000000000005,2.462768114483027,2.2,9.77,8,2023,1,2,15,6,1,1,6.13,6.14,0.0,6.183750000000001,0.1412112778782198,6.143035714285714,0.1189474212036098,0.0,0.0,0.9044193216855234,0.0550000000000006,0.6588,0.0,0,grocery prices,31.4,0.055000000000000604,0.0,0.0,0.0,0.0,6.08125,0.08267972847076843,6
2023-01-15,6.13625,6.5600000000000005,2.462768114483027,2.2,9.77,8,2023,1,2,15,6,1,1,6.13,6.14,0.0,6.183750000000001,0.1412112778782198,6.143035714285714,0.1189474212036098,0.0,0.0,0.9044193216855234,0.0550000000000006,0.6588,0.0,0,milk price,14.7,0.0,0.055000000000000604,0.0,0.0,0.0,6.13625,0.08854940442379913,6
2023-01-15,6.13625,6.5600000000000005,2.462768114483027,2.2,9.77,8,2023,1,2,15,6,1,1,6.13,6.14,0.0,6.183750000000001,0.1412112778782198,6.143035714285714,0.1189474212036098,0.0,0.0,0.9044193216855234,0.0550000000000006,0.6588,0.0,0,eggs price,30.0,0.0,0.0,0.055000000000000604,0.0,0.0,6.13625,0.08854940442379913,6
2023-01-15,6.13625,6.5600000000000005,2.462768114483027,2.2,9.77,8,2023,1,2,15,6,1,1,6.13,6.14,0.0,6.183750000000001,0.1412112778782198,6.143035714285714,0.1189474212036098,0.0,0.0,0.9044193216855234,0.0550000000000006,0.6588,0.0,0,food inflation,15.4,0.0,0.0,0.0,0.055000000000000604,-0.21875,6.13625,0.08854940442379913,6
2023-01-16,6.220000000000001,6.535,2.1908967505175982,2.58,8.96,8,2023,1,3,16,0,0,1,6.155,6.0225,0.0,6.193035714285714,0.1411427637603309,6.1571428571428575,0.1152051144984168,0.0,0.0,1.3648400896312918,0.0837500000000002,0.4404,0.0,0,food inflation,21.9,0.08375000000000021,0.0,0.0,0.0,0.0,6.13625,0.02078804601550764,0
2023-01-16,6.220000000000001,6.535,2.1908967505175982,2.58,8.96,8,2023,1,3,16,0,0,1,6.155,6.0225,0.0,6.193035714285714,0.1411427637603309,6.1571428571428575,0.1152051144984168,0.0,0.0,1.3648400896312918,0.0837500000000002,0.4404,0.0,0,milk price,15.7,0.0,0.08375000000000021,0.0,0.0,0.0,6.220000000000001,0.03485407505040201,0
2023-01-16,6.220000000000001,6.535,2.1908967505175982,2.58,8.96,8,2023,1,3,16,0,0,1,6.155,6.0225,0.0,6.193035714285714,0.1411427637603309,6.1571428571428575,0.1152051144984168,0.0,0.0,1.3648400896312918,0.0837500000000002,0.4404,0.0,0,eggs price,28.6,0.0,0.0,0.08375000000000021,0.0,0.0,6.220000000000001,0.03485407505040201,0
2023-01-16,6.220000000000001,6.535,2.1908967505175982,2.58,8.96,8,2023,1,3,16,0,0,1,6.155,6.0225,0.0,6.193035714285714,0.1411427637603309,6.1571428571428575,0.1152051144984168,0.0,0.0,1.3648400896312918,0.0837500000000002,0.4404,0.0,0,grocery prices,24.9,0.0,0.0,0.0,0.08375000000000021,0.055000000000000604,6.220000000000001,0.03485407505040201,0
2023-01-17,6.08125,6.445,2.3305758791705173,2.57,9.66,8,2023,1,3,17,1,0,1,6.385,6.17125,0.0,6.149642857142858,0.1168994276738603,6.150714285714286,0.1168565794674613,0.0,0.0,-2.2307073954984102,-0.1387500000000008,0.5719,0.0,0,eggs price,26.3,-0.13875000000000082,0.0,0.0,0.0,0.0,6.220000000000001,0.031654524614522804,1
2023-01-17,6.08125,6.445,2.3305758791705173,2.57,9.66,8,2023,1,3,17,1,0,1,6.385,6.17125,0.0,6.149642857142858,0.1168994276738603,6.150714285714286,0.1168565794674613,0.0,0.0,-2.2307073954984102,-0.1387500000000008,0.5719,0.0,0,milk price,16.2,0.0,-0.13875000000000082,0.0,0.0,0.0,6.08125,0.06561692127144411,1
2023-01-17,6.08125,6.445,2.3305758791705173,2.57,9.66,8,2023,1,3,17,1,0,1,6.385,6.17125,0.0,6.149642857142858,0.1168994276738603,6.150714285714286,0.1168565794674613,0.0,0.0,-2.2307073954984102,-0.1387500000000008,0.5719,0.0,0,food inflation,26.6,0.0,0.0,-0.13875000000000082,0.0,0.0,6.08125,0.06561692127144411,1
2023-01-17,6.08125,6.445,2.3305758791705173,2.57,9.66,8,2023,1,3,17,1,0,1,6.385,6.17125,0.0,6.149642857142858,0.1168994276738603,6.150714285714286,0.1168565794674613,0.0,0.0,-2.2307073954984102,-0.1387500000000008,0.5719,0.0,0,grocery prices,27.5,0.0,0.0,0.0,-0.13875000000000082,0.08375000000000021,6.08125,0.06561692127144411,1
2023-01-18,6.297499999999999,6.465,2.477612618169815,2.09,9.4,8,2023,1,3,18,2,0,1,5.96875,6.13125,0.0,6.196607142857142,0.0963438781508336,6.162589285714285,0.1230115538328556,0.0,0.0,3.556012332990744,0.2162499999999996,0.6588,0.0,0,milk price,8.6,0.2162499999999996,0.0,0.0,0.0,0.0,6.08125,0.05244257063003054,2
2023-01-18,6.297499999999999,6.465,2.477612618169815,2.09,9.4,8,2023,1,3,18,2,0,1,5.96875,6.13125,0.0,6.196607142857142,0.0963438781508336,6.162589285714285,0.1230115538328556,0.0,0.0,3.556012332990744,0.2162499999999996,0.6588,0.0,0,eggs price,34.8,0.0,0.2162499999999996,0.0,0.0,0.0,6.297499999999999,0.10420939599808515,2
2023-01-18,6.297499999999999,6.465,2.477612618169815,2.09,9.4,8,2023,1,3,18,2,0,1,5.96875,6.13125,0.0,6.196607142857142,0.0963438781508336,6.162589285714285,0.1230115538328556,0.0,0.0,3.556012332990744,0.2162499999999996,0.6588,0.0,0,grocery prices,30.9,0.0,0.0,0.2162499999999996,0.0,0.0,6.297499999999999,0.10420939599808515,2
2023-01-18,6.297499999999999,6.465,2.477612618169815,2.09,9.4,8,2023,1,3,18,2,0,1,5.96875,6.13125,0.0,6.196607142857142,0.0963438781508336,6.162589285714285,0.1230115538328556,0.0,0.0,3.556012332990744,0.2162499999999996,0.6588,0.0,0,food inflation,30.2,0.0,0.0,0.0,0.2162499999999996,-0.13875000000000082,6.297499999999999,0.10420939599808515,2
2023-01-19,6.088749999999999,6.19,2.339837830155879,2.46,9.44,8,2023,1,3,19,3,0,1,6.26,6.21875,0.0,6.172142857142857,0.0992621589049727,6.153303571428571,0.1233522231165784,0.0,0.0,-3.314807463279079,-0.2087500000000002,0.6588,0.0,0,grocery prices,25.9,-0.2087500000000002,0.0,0.0,0.0,0.0,6.297499999999999,0.0817348172882452,3
2023-01-19,6.088749999999999,6.19,2.339837830155879,2.46,9.44,8,2023,1,3,19,3,0,1,6.26,6.21875,0.0,6.172142857142857,0.0992621589049727,6.153303571428571,0.1233522231165784,0.0,0.0,-3.314807463279079,-0.2087500000000002,0.6588,0.0,0,food inflation,17.8,0.0,-0.2087500000000002,0.0,0.0,0.0,6.088749999999999,0.12270057680230777,3
2023-01-19,6.088749999999999,6.19,2.339837830155879,2.46,9.44,8,2023,1,3,19,3,0,1,6.26,6.21875,0.0,6.172142857142857,0.0992621589049727,6.153303571428571,0.1233522231165784,0.0,0.0,-3.314807463279079,-0.2087500000000002,0.6588,0.0,0,milk price,28.9,0.0,0.0,-0.2087500000000002,0.0,0.0,6.088749999999999,0.12270057680230777,3
2023-01-19,6.088749999999999,6.19,2.339837830155879,2.46,9.44,8,2023,1,3,19,3,0,1,6.26,6.21875,0.0,6.172142857142857,0.0992621589049727,6.153303571428571,0.1233522231165784,0.0,0.0,-3.314807463279079,-0.2087500000000002,0.6588,0.0,0,eggs price,30.5,0.0,0.0,0.0,-0.2087500000000002,0.2162499999999996,6.088749999999999,0.12270057680230777,3
2023-01-20,6.24125,6.58,2.4122274087300664,2.43,9.79,8,2023,1,3,20,4,0,1,6.3,5.9925,0.0,6.16375,0.0885561262702918,6.1710714285714285,0.1161107076396115,0.0,0.0,2.5046191747074564,0.1525000000000007,0.6588,0.0,0,grocery prices,34.9,0.15250000000000075,0.0,0.0,0.0,0.0,6.088749999999999,0.07890008374067621,4
2023-01-20,6.24125,6.58,2.4122274087300664,2.43,9.79,8,2023,1,3,20,4,0,1,6.3,5.9925,0.0,6.16375,0.0885561262702918,6.1710714285714285,0.1161107076396115,0.0,0.0,2.5046191747074564,0.1525000000000007,0.6588,0.0,0,eggs price,26.5,0.0,0.15250000000000075,0.0,0.0,0.0,6.24125,0.10518301793495378,4
2023-01-20,6.24125,6.58,2.4122274087300664,2.43,9.79,8,2023,1,3,20,4,0,1,6.3,5.9925,0.0,6.16375,0.0885561262702918,6.1710714285714285,0.1161107076396115,0.0,0.0,2.5046191747074564,0.1525000000000007,0.6588,0.0,0,milk price,21.0,0.0,0.0,0.15250000000000075,0.0,0.0,6.24125,0.10518301793495378,4
2023-01-20,6.24125,6.58,2.4122274087300664,2.43,9.79,8,2023,1,3,20,4,0,1,6.3,5.9925,0.0,6.16375,0.0885561262702918,6.1710714285714285,0.1161107076396115,0.0,0.0,2.5046191747074564,0.1525000000000007,0.6588,0.0,0,food inflation,24.2,0.0,0.0,0.0,0.15250000000000075,-0.2087500000000002,6.24125,0.10518301793495378,4
2023-01-21,6.30375,6.605,2.2123416004638288,2.74,9.52,8,2023,1,3,21,5,1,1,6.08125,6.05,0.0,6.195535714285714,0.093785707485583,6.189196428571429,0.1155615544672145,0.0,0.0,1.00140196274785,0.0625,0.5719,0.0,0,eggs price,26.9,0.0625,0.0,0.0,0.0,0.0,6.24125,0.05763958213390736,5
2023-01-21,6.30375,6.605,2.2123416004638288,2.74,9.52,8,2023,1,3,21,5,1,1,6.08125,6.05,0.0,6.195535714285714,0.093785707485583,6.189196428571429,0.1155615544672145,0.0,0.0,1.00140196274785,0.0625,0.5719,0.0,0,grocery prices,31.6,0.0,0.0625,0.0,0.0,0.0,6.30375,0.05853621182856059,5
2023-01-21,6.30375,6.605,2.2123416004638288,2.74,9.52,8,2023,1,3,21,5,1,1,6.08125,6.05,0.0,6.195535714285714,0.093785707485583,6.189196428571429,0.1155615544672145,0.0,0.0,1.00140196274785,0.0625,0.5719,0.0,0,milk price,28.5,0.0,0.0,0.0625,0.0,0.0,6.30375,0.05853621182856059,5
2023-01-21,6.30375,6.605,2.2123416004638288,2.74,9.52,8,2023,1,3,21,5,1,1,6.08125,6.05,0.0,6.195535714285714,0.093785707485583,6.189196428571429,0.1155615544672145,0.0,0.0,1.00140196274785,0.0625,0.5719,0.0,0,food inflation,29.5,0.0,0.0,0.0,0.0625,0.15250000000000075,6.30375,0.05853621182856059,5
